#class tools::histo::h1d
#title Edep in silicon
#dimension 1
#axis fixed 2000 0 2
#annotation axis_x.title 
#bin_number 2002
entries,Sw,Sw2,Sxw0,Sx2w0
0,0,0,0,0
48222,48222,48222,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,0.00582748,3.39596e-05
0,0,0,0,0
0,0,0,0,0
1,1,1,0.00870246,7.57328e-05
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,0.0133872,0.000179216
4,4,4,0.0582206,0.000847636
2,2,2,0.0310346,0.000481581
4,4,4,0.0654017,0.00106946
20,20,20,0.35027,0.00613645
26,26,26,0.483092,0.00897833
49,49,49,0.958761,0.0187638
74,74,74,1.51779,0.0311364
97,97,97,2.08803,0.0449548
100,100,100,2.25054,0.0506579
117,117,117,2.74682,0.0644972
109,109,109,2.67315,0.0655645
104,104,104,2.6507,0.0675693
108,108,108,2.86459,0.075989
74,74,74,2.03482,0.0559595
100,100,100,2.84938,0.0811995
86,86,86,2.5304,0.0744589
72,72,72,2.19098,0.0666785
53,53,53,1.67035,0.0526477
53,53,53,1.72255,0.0559891
44,44,44,1.47408,0.0493885
43,43,43,1.48216,0.0510919
33,33,33,1.16899,0.0414131
27,27,27,0.988462,0.0361893
20,20,20,0.750193,0.028141
23,23,23,0.885835,0.0341192
17,17,17,0.671135,0.0264969
18,18,18,0.727842,0.0294318
12,12,12,0.498749,0.0207302
6,6,6,0.255925,0.0109164
6,6,6,0.260334,0.011296
11,11,11,0.4907,0.0218903
5,5,5,0.227738,0.0103733
9,9,9,0.41887,0.019495
5,5,5,0.236501,0.011187
7,7,7,0.339066,0.0164245
13,13,13,0.643592,0.0318633
2,2,2,0.101188,0.0051196
6,6,6,0.308968,0.0159105
6,6,6,0.31582,0.016624
4,4,4,0.214982,0.0115547
7,7,7,0.38243,0.0208938
4,4,4,0.221729,0.0122912
3,3,3,0.169352,0.00956026
7,7,7,0.403752,0.0232881
4,4,4,0.235007,0.0138072
7,7,7,0.417394,0.0248889
3,3,3,0.18073,0.0108879
5,5,5,0.306357,0.0187713
8,8,8,0.498234,0.0310297
4,4,4,0.253629,0.0160823
