#class tools::histo::h1d
#title Edep in silicon
#dimension 1
#axis fixed 2000 0 2
#annotation axis_x.title 
#bin_number 2002
entries,Sw,Sw2,Sxw0,Sx2w0
0,0,0,0,0
48664,48664,48664,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,0.012924,0.00016703
0,0,0,0,0
2,2,2,0.0294006,0.000432203
3,3,3,0.0466671,0.00072633
8,8,8,0.132388,0.00219171
16,16,16,0.278959,0.00486447
23,23,23,0.427708,0.00795521
27,27,27,0.525515,0.0102307
60,60,60,1.23229,0.025313
49,49,49,1.05091,0.0225439
88,88,88,1.98221,0.0446568
78,78,78,1.83682,0.0432617
63,63,63,1.54245,0.0377695
92,92,92,2.34622,0.0598417
88,88,88,2.33414,0.0619188
80,80,80,2.19692,0.0603377
61,61,61,1.73929,0.0495976
57,57,57,1.67893,0.0494563
48,48,48,1.46441,0.044681
36,36,36,1.13282,0.0356501
36,36,36,1.16799,0.0378975
25,25,25,0.838491,0.0281245
24,24,24,0.828131,0.0285769
25,25,25,0.888642,0.0315891
28,28,28,1.0194,0.0371157
22,22,22,0.825679,0.03099
18,18,18,0.692715,0.0266604
9,9,9,0.35434,0.0139516
11,11,11,0.445387,0.0180346
11,11,11,0.455576,0.0188692
10,10,10,0.424762,0.0180428
7,7,7,0.302988,0.0131152
4,4,4,0.178059,0.0079265
5,5,5,0.228089,0.0104055
10,10,10,0.4654,0.0216609
3,3,3,0.141934,0.00671523
6,6,6,0.292296,0.0142397
7,7,7,0.345543,0.0170574
9,9,9,0.453765,0.0228789
5,5,5,0.257399,0.0132512
5,5,5,0.261421,0.0136685
8,8,8,0.4282,0.0229197
5,5,5,0.271995,0.0147968
5,5,5,0.277341,0.0153839
5,5,5,0.281646,0.0158651
4,4,4,0.229913,0.0132153
3,3,3,0.17587,0.0103102
7,7,7,0.415908,0.024712
3,3,3,0.181081,0.0109302
3,3,3,0.185286,0.0114438
7,7,7,0.437763,0.027377
5,5,5,0.317888,0.0202108
1,1,1,0.064463,0.00415548
5,5,5,0.327943,0.0215098
2,2,2,0.133165,0.00886645
4,4,4,0.270112,0.0182406
2,2,2,0.137512,0.00945482
0,0,0,0,0
1,1,1,0.0703503,0.00494917
2,2,2,0.142419,0.0101416
9,9,9,0.651948,0.0472269
1,1,1,0.0736634,0.0054263
1,1,1,0.0741272,0.00549485
3,3,3,0.226573,0.0171119
3,3,3,0.228711,0.0174362
1,1,1,0.0775491,0.00601386
3,3,3,0.235243,0.0184465
1,1,1,0.0790385,0.00624709
0,0,0,0,0
3,3,3,0.24403,0.0198503
2,2,2,0.164587,0.0135445
3,3,3,0.250961,0.0209939
1,1,1,0.084733,0.00717968
1,1,1,0.0850667,0.00723635
4,4,4,0.345332,0.0298136
0,0,0,0,0
0,0,0,0,0
4,4,4,0.358048,0.03205
2,2,2,0.180758,0.0163368
1,1,1,0.0913532,0.00834541
1,1,1,0.0922223,0.00850495
0,0,0,0,0
1,1,1,0.0943722,0.00890612
1,1,1,0.0950791,0.00904003
2,2,2,0.193252,0.0186731
2,2,2,0.19482,0.0189773
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
4,4,4,0.409965,0.0420181
0,0,0,0,0
2,2,2,0.208935,0.0218273
0,0,0,0,0
3,3,3,0.318591,0.0338335
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2,2,2,0.22312,0.0248912
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,0.116757,0.0136322
1,1,1,0.117855,0.0138898
0,0,0,0,0
2,2,2,0.23891,0.0285393
0,0,0,0,0
0,0,0,0,0
2,2,2,0.245321,0.0300913
1,1,1,0.12318,0.0151733
1,1,1,0.124113,0.0154041
1,1,1,0.125211,0.0156778
1,1,1,0.126647,0.0160393
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,0.131913,0.017401
1,1,1,0.132569,0.0175747
1,1,1,0.133535,0.0178317
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,0.137761,0.0189781
0,0,0,0,0
0,0,0,0,0
2,2,2,0.280606,0.03937
0,0,0,0,0
2,2,2,0.285447,0.0407401
0,0,0,0,0
3,3,3,0.432754,0.0624255
0,0,0,0,0
1,1,1,0.146233,0.0213841
