#class tools::histo::h1d
#title Edep in silicon
#dimension 1
#axis fixed 2000 0 2
#annotation axis_x.title 
#bin_number 2002
entries,Sw,Sw2,Sxw0,Sx2w0
0,0,0,0,0
48199,48199,48199,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,0.0107846,0.000116307
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,0.0279929,0.000783605
0,0,0,0,0
0,0,0,0,0
1,1,1,0.0300149,0.000900893
1,1,1,0.0313099,0.000980311
0,0,0,0,0
0,0,0,0,0
1,1,1,0.0341902,0.00116897
0,0,0,0,0
1,1,1,0.0368061,0.00135469
0,0,0,0,0
0,0,0,0,0
1,1,1,0.0395735,0.00156606
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,0.0492385,0.00242443
1,1,1,0.0503894,0.0025391
0,0,0,0,0
1,1,1,0.0522676,0.0027319
1,1,1,0.0531912,0.0028293
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,0.0570313,0.00325257
0,0,0,0,0
1,1,1,0.0596456,0.00355759
1,1,1,0.0602016,0.00362424
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,0.0721934,0.00521188
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,0.0833573,0.00694844
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
3,3,3,0.265822,0.023554
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,0.0963141,0.00927641
1,1,1,0.0976372,0.00953302
1,1,1,0.0984157,0.00968564
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2,2,2,0.209472,0.0219393
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,0.111995,0.0125429
0,0,0,0,0
1,1,1,0.113252,0.012826
0,0,0,0,0
0,0,0,0,0
1,1,1,0.116015,0.0134595
0,0,0,0,0
0,0,0,0,0
1,1,1,0.119432,0.0142641
0,0,0,0,0
1,1,1,0.121505,0.0147636
0,0,0,0,0
1,1,1,0.123056,0.0151428
1,1,1,0.124156,0.0154148
2,2,2,0.250634,0.0314088
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,0.130892,0.0171327
3,3,3,0.394476,0.0518707
1,1,1,0.132014,0.0174276
1,1,1,0.133066,0.0177065
0,0,0,0,0
1,1,1,0.135488,0.018357
1,1,1,0.136425,0.0186117
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
3,3,3,0.427335,0.0608719
2,2,2,0.287776,0.0414076
0,0,0,0,0
0,0,0,0,0
1,1,1,0.146249,0.0213889
0,0,0,0,0
2,2,2,0.296381,0.043921
2,2,2,0.298973,0.0446925
0,0,0,0,0
1,1,1,0.151893,0.0230716
