#class tools::histo::h1d
#title Edep in silicon
#dimension 1
#axis fixed 2000 0 2
#annotation axis_x.title 
#bin_number 2002
entries,Sw,Sw2,Sxw0,Sx2w0
0,0,0,0,0
49308,49308,49308,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,0.00339641,1.15356e-05
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,0.00794113,6.30615e-05
1,1,1,0.00813617,6.61973e-05
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,0.0234397,0.000549418
1,1,1,0.0241263,0.000582078
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,0.0443876,0.00197026
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,0.0606007,0.00367244
1,1,1,0.0614833,0.0037802
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,0.0756182,0.00571812
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,0.0812777,0.00660606
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,0.10724,0.0115005
1,1,1,0.108965,0.0118734
0,0,0,0,0
1,1,1,0.110908,0.0123005
0,0,0,0,0
1,1,1,0.112579,0.0126741
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,0.121217,0.0146935
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,0.13073,0.0170904
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,0.136969,0.0187604
0,0,0,0,0
1,1,1,0.138978,0.0193149
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,0.146078,0.0213388
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,0.155931,0.0243143
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,0.159613,0.0254763
0,0,0,0,0
1,1,1,0.161722,0.0261542
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,0.165037,0.0272371
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,0.173644,0.0301522
0,0,0,0,0
0,0,0,0,0
1,1,1,0.176377,0.031109
0,0,0,0,0
1,1,1,0.178894,0.0320032
2,2,2,0.358609,0.0643004
0,0,0,0,0
0,0,0,0,0
1,1,1,0.182103,0.0331614
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,0.186526,0.0347918
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,0.197349,0.0389467
0,0,0,0,0
1,1,1,0.199491,0.0397966
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,0.207091,0.0428866
0,0,0,0,0
0,0,0,0,0
1,1,1,0.21084,0.0444536
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,0.218713,0.0478353
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2,2,2,0.444912,0.0989733
1,1,1,0.223038,0.0497461
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,0.230945,0.0533357
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,0.237203,0.0562654
1,1,1,0.238861,0.0570544
0,0,0,0,0
0,0,0,0,0
1,1,1,0.241613,0.0583766
0,0,0,0,0
0,0,0,0,0
1,1,1,0.244345,0.0597045
1,1,1,0.245827,0.0604307
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,0.2521,0.0635543
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,0.256206,0.0656416
1,1,1,0.257341,0.0662241
1,1,1,0.258062,0.0665958
0,0,0,0,0
1,1,1,0.260127,0.0676662
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,0.265576,0.0705307
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,0.270642,0.0732472
0,0,0,0,0
1,1,1,0.272032,0.0740013
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,0.277031,0.0767463
1,1,1,0.278343,0.0774749
0,0,0,0,0
0,0,0,0,0
1,1,1,0.281476,0.0792287
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2,2,2,0.575123,0.165383
1,1,1,0.288379,0.0831627
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,0.293357,0.0860583
0,0,0,0,0
1,1,1,0.295499,0.0873196
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2,2,2,0.603047,0.181833
0,0,0,0,0
1,1,1,0.303292,0.0919863
0,0,0,0,0
0,0,0,0,0
1,1,1,0.306162,0.0937354
0,0,0,0,0
1,1,1,0.308688,0.0952884
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,0.312779,0.0978306
0,0,0,0,0
0,0,0,0,0
1,1,1,0.315759,0.099704
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,0.320633,0.102805
0,0,0,0,0
0,0,0,0,0
1,1,1,0.323632,0.104738
1,1,1,0.32453,0.10532
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,0.328958,0.108213
1,1,1,0.329104,0.10831
1,1,1,0.330151,0.108999
0,0,0,0,0
0,0,0,0,0
1,1,1,0.333696,0.111353
1,1,1,0.334621,0.111971
0,0,0,0,0
1,1,1,0.336575,0.113283
0,0,0,0,0
0,0,0,0,0
3,3,3,1.01897,0.346099
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2,2,2,0.687144,0.236084
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,0.347278,0.120602
1,1,1,0.348385,0.121372
0,0,0,0,0
1,1,1,0.35018,0.122626
1,1,1,0.351643,0.123653
1,1,1,0.352829,0.124488
1,1,1,0.353372,0.124871
1,1,1,0.354761,0.125855
2,2,2,0.710307,0.252268
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2,2,2,0.720527,0.259579
0,0,0,0,0
1,1,1,0.362923,0.131713
0,0,0,0,0
0,0,0,0,0
1,1,1,0.365701,0.133737
2,2,2,0.732843,0.26853
1,1,1,0.367954,0.13539
1,1,1,0.368095,0.135494
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,0.373574,0.139558
4,4,4,1.49804,0.561033
0,0,0,0,0
2,2,2,0.753652,0.283995
0,0,0,0,0
0,0,0,0,0
1,1,1,0.379406,0.143949
1,1,1,0.380129,0.144498
0,0,0,0,0
0,0,0,0,0
1,1,1,0.383614,0.14716
0,0,0,0,0
2,2,2,0.771981,0.297977
0,0,0,0,0
0,0,0,0,0
1,1,1,0.388109,0.150629
2,2,2,0.779659,0.303934
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,0.397376,0.157908
1,1,1,0.398932,0.159147
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,0.402411,0.161935
1,1,1,0.40383,0.163079
1,1,1,0.404938,0.163975
0,0,0,0,0
2,2,2,0.812959,0.330451
1,1,1,0.407316,0.165906
1,1,1,0.408052,0.166506
0,0,0,0,0
0,0,0,0,0
1,1,1,0.411793,0.169574
2,2,2,0.825042,0.340347
1,1,1,0.413543,0.171018
